shipment_id,order_id,courier_partner,warehouse_location,dispatch_date,delivery_date,delivery_status,estimated_days
1606,1606,Ekart Logistics,Mysuru,2025-02-04,2025-02-07,Delivered,3
1607,1607,Delhivery,Kochi,2026-04-10,,In Transit,5
1608,1608,Ecom Express,Nagpur,2026-03-18,2026-03-23,Delivered,5
1609,1609,DTDC,Nagpur,2026-05-05,2026-05-07,Delivered,2
1610,1610,DTDC,Kolkata,2026-04-20,2026-04-28,Delivered Late,6
1611,1611,Xpressbees,Kochi,2026-01-25,,In Transit,3
1612,1612,Bluedart,Nagpur,2025-07-11,2025-07-16,Delivered Late,4
1613,1613,Bluedart,Patna,2025-02-16,2025-02-22,Delivered,6
1614,1614,Xpressbees,Nagpur,2026-02-12,2026-02-16,Delivered,4
1615,1615,Bluedart,Amritsar,2025-06-23,2025-06-30,Delivered Late,7
1616,1616,Xpressbees,Kanpur,2026-05-05,2026-05-11,Delivered,6
1617,1617,Ekart Logistics,Nagpur,2025-12-28,2026-01-03,Delivered Late,3
1618,1618,DTDC,Kolkata,2024-11-21,2024-11-25,Returned,4
1619,1619,Ekart Logistics,Lucknow,2026-02-06,2026-02-12,Returned,5
1620,1620,Ecom Express,Amritsar,2024-03-26,2024-03-31,Returned,6
1621,1621,Bluedart,Bhubaneswar,2026-02-16,2026-02-22,Delivered,7
1622,1622,Bluedart,Thiruvananthapuram,2026-02-19,2026-02-21,Delivered,3
1623,1623,Ekart Logistics,Patna,2025-05-19,2025-05-27,Delivered Late,7
1624,1624,Delhivery,Chandigarh,2026-04-13,2026-04-19,Delivered,7
1625,1625,Ekart Logistics,Indore,2026-02-15,2026-02-19,Delivered,4
1626,1626,Ecom Express,Jaipur,2025-11-14,2025-11-18,Delivered Late,3
1627,1627,Bluedart,Jaipur,2025-08-16,2025-08-21,Delivered,5
1628,1628,Ekart Logistics,Lucknow,2026-05-27,2026-05-30,Delivered Late,2
1629,1629,Xpressbees,Kolkata,2024-08-06,2024-08-12,Delivered Late,6
1630,1630,Ekart Logistics,Bengaluru,2025-07-28,2025-08-04,Delivered,7
1631,1631,Ekart Logistics,Ahmedabad,2025-04-25,2025-05-01,Returned,5
1632,1632,Xpressbees,Ranchi,2025-10-08,2025-10-09,Delivered,2
1633,1633,Bluedart,Chandigarh,2026-01-06,2026-01-12,Returned,6
1634,1634,Xpressbees,Kolkata,2025-11-29,2025-12-06,Delivered Late,7
1635,1635,Ecom Express,Surat,2025-06-20,2025-06-26,Delivered,7
1636,1636,Ecom Express,Vadodara,,,Not Shipped,7
1637,1637,Ecom Express,Hyderabad,2026-01-27,2026-02-02,Delivered Late,5
1638,1638,DTDC,Ahmedabad,2026-06-06,2026-06-12,Delivered,6
1639,1639,Ecom Express,Bhopal,2025-01-08,2025-01-13,Delivered Late,3
1640,1640,Delhivery,Coimbatore,2026-02-10,2026-02-15,Delivered,6
1641,1641,DTDC,Mysuru,,,Processing,7
1642,1642,Delhivery,Guwahati,2026-04-01,2026-04-05,Delivered,5
1643,1643,Xpressbees,Vadodara,2026-03-03,2026-03-10,Delivered Late,5
1644,1644,Ekart Logistics,Bengaluru,2026-01-26,2026-02-01,Delivered,6
1645,1645,Bluedart,Indore,2025-07-10,2025-07-12,Delivered Late,2
1646,1646,Bluedart,Thiruvananthapuram,2026-04-18,2026-04-20,Delivered,2
1647,1647,Bluedart,Mumbai,2026-03-14,2026-03-18,Delivered,4
1648,1648,DTDC,Thiruvananthapuram,,,Not Shipped,2
1649,1649,Ekart Logistics,Amritsar,2026-07-14,2026-07-21,Returned,7
1650,1650,DTDC,Thiruvananthapuram,2026-02-24,2026-02-27,Returned,4
1651,1651,DTDC,Kanpur,2026-01-19,2026-01-25,Delivered Late,6
1652,1652,Ekart Logistics,Mysuru,2023-11-05,2023-11-07,Delivered,2
1653,1653,Delhivery,Coimbatore,2025-11-12,2025-11-18,Delivered,7
1654,1654,Xpressbees,Chandigarh,2025-05-07,2025-05-11,Delivered,4
1655,1655,Ecom Express,Nagpur,2024-12-12,2024-12-14,Delivered,3
1656,1656,Ecom Express,Kanpur,2026-02-01,2026-02-09,Delivered Late,6
1657,1657,Xpressbees,Guwahati,2026-05-02,2026-05-09,Delivered Late,6
1658,1658,Bluedart,Pune,2024-09-09,2024-09-14,Delivered,5
1659,1659,Ekart Logistics,Vadodara,2024-06-17,2024-06-21,Delivered,4
1660,1660,Xpressbees,Bengaluru,,,Not Shipped,4
1661,1661,Bluedart,Indore,2025-10-18,2025-10-20,Returned,3
1662,1662,DTDC,Coimbatore,2026-05-04,2026-05-09,Delivered,6
1663,1663,Delhivery,Mumbai,2026-01-10,2026-01-15,Delivered,5
1664,1664,DTDC,Amritsar,2025-11-06,2025-11-11,Delivered Late,4
1665,1665,Bluedart,Nagpur,,,Not Shipped,6
1666,1666,Ekart Logistics,Thiruvananthapuram,2024-10-25,2024-10-31,Delivered,7
1667,1667,Xpressbees,Lucknow,2026-03-21,2026-03-23,Delivered,3
1668,1668,Ekart Logistics,Pune,2026-07-23,2026-07-28,Delivered,5
1669,1669,Xpressbees,Lucknow,,,Not Shipped,6
1670,1670,Ekart Logistics,Mysuru,2025-03-23,2025-03-27,Delivered,4
1671,1671,Delhivery,Bhopal,2025-04-08,2025-04-14,Delivered,7
1672,1672,DTDC,Chandigarh,2025-09-13,2025-09-15,Delivered,2
1673,1673,Xpressbees,Indore,2025-04-19,2025-04-24,Delivered Late,4
1674,1674,Xpressbees,Delhi,2025-07-30,,In Transit,3
1675,1675,Xpressbees,Thiruvananthapuram,2026-05-06,2026-05-07,Delivered,2
1676,1676,Ekart Logistics,Jaipur,2026-07-06,2026-07-10,Delivered Late,3
1677,1677,Xpressbees,Chennai,2026-04-18,2026-04-20,Delivered,2
1678,1678,Ecom Express,Surat,2025-09-15,2025-09-17,Delivered,3
1679,1679,Ecom Express,Bengaluru,2025-09-16,2025-09-18,Delivered,3
1680,1680,Ekart Logistics,Jaipur,2024-03-29,2024-04-03,Delivered,5
1681,1681,Xpressbees,Bhopal,2024-07-19,2024-07-23,Delivered,5
1682,1682,Ekart Logistics,Patna,2026-06-30,2026-07-04,Delivered,4
1683,1683,DTDC,Mysuru,2026-03-01,2026-03-03,Delivered,3
1684,1684,Delhivery,Guwahati,2025-06-13,2025-06-17,Returned,5
1685,1685,DTDC,Kochi,2026-06-18,2026-06-23,Delivered,6
1686,1686,Bluedart,Ranchi,2025-10-16,2025-10-19,Delivered Late,2
1687,1687,Xpressbees,Patna,2024-12-26,2024-12-29,Delivered Late,3
1688,1688,Bluedart,Pune,2025-01-22,2025-01-24,Delivered,3
1689,1689,Xpressbees,Chandigarh,2025-12-10,2025-12-12,Delivered,3
1690,1690,Ekart Logistics,Ahmedabad,2025-06-29,2025-07-01,Delivered,3
1691,1691,DTDC,Bengaluru,2025-08-23,,In Transit,7
1692,1692,Xpressbees,Chennai,2026-01-15,2026-01-17,Delivered,2
1693,1693,DTDC,Mumbai,2026-01-15,2026-01-22,Delivered,7
1694,1694,Delhivery,Thiruvananthapuram,2026-08-17,2026-08-21,Delivered Late,3
1695,1695,Ecom Express,Hyderabad,2026-02-09,2026-02-13,Delivered,4
1696,1696,Delhivery,Hyderabad,2025-02-24,2025-03-02,Delivered,7
1697,1697,Ekart Logistics,Delhi,2024-04-06,2024-04-12,Delivered,6
1698,1698,Delhivery,Vadodara,2025-07-05,2025-07-11,Delivered,6
1699,1699,Delhivery,Amritsar,2026-07-07,2026-07-10,Delivered,3
1700,1700,Delhivery,Kolkata,2025-09-27,2025-09-30,Delivered,3
1701,1701,Ekart Logistics,Lucknow,2026-01-10,2026-01-15,Delivered Late,3
1702,1702,Ecom Express,Mysuru,2026-01-21,2026-01-26,Delivered Late,4
1703,1703,Ecom Express,Delhi,2025-05-22,2025-05-24,Delivered,2
1704,1704,Bluedart,Guwahati,2024-10-23,2024-10-26,Delivered Late,2
1705,1705,Xpressbees,Ranchi,,,Not Shipped,4
1706,1706,Ekart Logistics,Jaipur,,,Processing,2
1707,1707,DTDC,Mysuru,2025-04-29,2025-05-04,Delivered Late,5
1708,1708,Xpressbees,Hyderabad,2026-03-31,2026-04-02,Delivered,3
1709,1709,DTDC,Indore,,,Not Shipped,4
1710,1710,Bluedart,Bhubaneswar,,,Not Shipped,7
1711,1711,Delhivery,Ranchi,2026-05-08,2026-05-14,Delivered,6
1712,1712,Bluedart,Thiruvananthapuram,,,Processing,6
1713,1713,Ekart Logistics,Guwahati,2026-02-03,2026-02-11,Delivered Late,7
1714,1714,Bluedart,Pune,2025-10-20,2025-10-22,Delivered Late,2
1715,1715,Ekart Logistics,Hyderabad,2025-08-16,2025-08-18,Delivered,2
1716,1716,Ekart Logistics,Mumbai,2026-02-14,2026-02-20,Delivered Late,5
1717,1717,Bluedart,Bhopal,2025-04-03,2025-04-09,Delivered,7
1718,1718,Ecom Express,Mysuru,2025-04-24,,In Transit,4
1719,1719,Bluedart,Nashik,2025-09-26,2025-10-03,Delivered,7
1720,1720,Bluedart,Kolkata,2025-12-20,2025-12-21,Delivered,2
1721,1721,Bluedart,Chandigarh,2026-06-07,,In Transit,6
1722,1722,Xpressbees,Pune,2026-02-06,2026-02-09,Delivered,3
1723,1723,Ecom Express,Coimbatore,2025-12-24,2025-12-31,Delivered,7
1724,1724,DTDC,Delhi,2026-08-17,2026-08-23,Delivered Late,5
1725,1725,Bluedart,Chandigarh,2025-11-01,2025-11-09,Delivered Late,7
1726,1726,Delhivery,Lucknow,2026-04-13,2026-04-19,Delivered,6
1727,1727,DTDC,Ranchi,2025-08-06,2025-08-11,Delivered Late,2
1728,1728,Bluedart,Jaipur,2026-01-27,2026-02-01,Delivered,6
1729,1729,Xpressbees,Ahmedabad,2026-04-15,2026-04-21,Delivered,7
1730,1730,Ecom Express,Hyderabad,2025-09-20,2025-09-27,Delivered Late,5
1731,1731,DTDC,Nashik,2026-04-22,2026-04-23,Delivered,2
1732,1732,DTDC,Nashik,2026-02-09,2026-02-13,Returned,5
1733,1733,DTDC,Ranchi,2026-05-21,2026-05-23,Delivered,2
1734,1734,Xpressbees,Thiruvananthapuram,2025-10-08,2025-10-10,Delivered,3
1735,1735,DTDC,Chennai,2025-04-11,2025-04-15,Delivered,5
1736,1736,DTDC,Coimbatore,2024-10-10,2024-10-17,Delivered,7
1737,1737,Ecom Express,Bhubaneswar,2024-12-04,2024-12-08,Returned,4
1738,1738,DTDC,Ahmedabad,,,Not Shipped,6
1739,1739,Ekart Logistics,Delhi,2026-08-02,2026-08-06,Delivered Late,3
1740,1740,Bluedart,Ranchi,2026-02-17,2026-02-20,Delivered Late,2
1741,1741,Delhivery,Surat,2026-02-25,2026-02-28,Delivered Late,2
1742,1742,Ekart Logistics,Vadodara,2026-04-20,2026-04-27,Delivered Late,6
1743,1743,Bluedart,Bhopal,2026-08-04,2026-08-07,Delivered Late,3
1744,1744,Xpressbees,Delhi,2026-03-19,2026-03-26,Delivered,7
1745,1745,Xpressbees,Thiruvananthapuram,2026-04-09,2026-04-13,Delivered,4
1746,1746,Delhivery,Pune,2025-10-06,2025-10-09,Delivered,3
1747,1747,Bluedart,Ahmedabad,2025-07-13,2025-07-16,Delivered,4
1748,1748,Xpressbees,Kanpur,,,Not Shipped,3
1749,1749,Delhivery,Bhopal,2026-08-19,2026-08-24,Delivered Late,5
1750,1750,Delhivery,Ranchi,2026-03-14,2026-03-18,Delivered,4
1751,1751,Delhivery,Patna,2025-11-19,2025-11-25,Delivered,6
1752,1752,Delhivery,Indore,2026-07-28,2026-08-04,Delivered Late,7
1753,1753,Ecom Express,Indore,2026-08-05,2026-08-10,Delivered,6
1754,1754,Ekart Logistics,Nashik,2025-11-08,2025-11-14,Delivered,7
1755,1755,Xpressbees,Mysuru,2025-08-27,2025-08-30,Returned,3
1756,1756,Ekart Logistics,Bhopal,2025-12-14,2025-12-21,Delivered Late,6
1757,1757,Delhivery,Ahmedabad,2025-05-25,2025-05-29,Delivered Late,3
1758,1758,Bluedart,Guwahati,2026-04-12,2026-04-17,Returned,2
1759,1759,DTDC,Kanpur,2025-11-01,2025-11-07,Delivered,7
1760,1760,Xpressbees,Mysuru,2025-08-24,2025-08-31,Delivered Late,6
1761,1761,Bluedart,Amritsar,2026-01-08,2026-01-09,Delivered,2
1762,1762,Ecom Express,Pune,2026-04-16,2026-04-21,Delivered Late,5
1763,1763,Delhivery,Kochi,2025-08-15,2025-08-19,Returned,5
1764,1764,Ecom Express,Indore,2025-09-29,2025-10-05,Delivered Late,3
1765,1765,Xpressbees,Thiruvananthapuram,2024-10-20,2024-10-28,Delivered Late,7
1766,1766,Delhivery,Pune,2024-11-04,2024-11-08,Delivered,5
1767,1767,Delhivery,Mysuru,2025-01-07,2025-01-12,Delivered,6
1768,1768,DTDC,Delhi,2025-08-08,2025-08-11,Delivered,3
1769,1769,Ecom Express,Kochi,2026-01-16,2026-01-25,Delivered Late,6
1770,1770,Bluedart,Delhi,2025-12-08,2025-12-12,Delivered,4
1771,1771,Bluedart,Chennai,2025-06-03,2025-06-05,Delivered,2
1772,1772,Xpressbees,Patna,2023-12-10,2023-12-13,Delivered,3
1773,1773,Ekart Logistics,Delhi,2024-10-30,2024-11-01,Delivered,3
1774,1774,Xpressbees,Bhopal,2025-01-24,2025-01-27,Delivered,4
1775,1775,Delhivery,Indore,2024-09-28,2024-10-05,Delivered Late,5
1776,1776,Ekart Logistics,Bhubaneswar,2026-01-18,2026-01-26,Delivered Late,7
1777,1777,Bluedart,Mumbai,2026-02-19,2026-02-21,Delivered,2
1778,1778,Delhivery,Jaipur,2026-07-13,2026-07-21,Returned,7
1779,1779,Xpressbees,Kanpur,2026-01-30,2026-02-06,Returned,7
1780,1780,Delhivery,Surat,2025-08-06,,In Transit,6
1781,1781,Ekart Logistics,Bhopal,2026-02-20,2026-02-27,Delivered Late,6
1782,1782,Ecom Express,Chandigarh,2025-02-24,2025-03-05,Delivered Late,6
1783,1783,DTDC,Chandigarh,2026-01-31,2026-02-05,Delivered Late,4
1784,1784,DTDC,Hyderabad,2025-08-28,2025-09-03,Delivered,6
1785,1785,DTDC,Coimbatore,2026-03-09,2026-03-15,Delivered Late,5
1786,1786,Delhivery,Jaipur,2024-01-06,2024-01-08,Delivered,2
1787,1787,Ekart Logistics,Bhopal,2025-10-27,2025-11-01,Delivered Late,3
1788,1788,Bluedart,Thiruvananthapuram,2026-01-12,2026-01-16,Delivered,5
1789,1789,Ekart Logistics,Ranchi,2025-06-20,2025-06-28,Delivered Late,7
1790,1790,Delhivery,Thiruvananthapuram,2026-06-06,2026-06-08,Delivered,2
1791,1791,Xpressbees,Nagpur,,,Processing,6
1792,1792,Bluedart,Bhopal,,,Not Shipped,5
1793,1793,Ekart Logistics,Ahmedabad,,,Not Shipped,6
1794,1794,DTDC,Chandigarh,2026-07-13,2026-07-18,Returned,3
1795,1795,Xpressbees,Hyderabad,2025-04-02,2025-04-04,Delivered,3
1796,1796,Ekart Logistics,Amritsar,2026-05-19,2026-05-21,Delivered,2
1797,1797,Xpressbees,Nagpur,2026-02-04,2026-02-06,Delivered,2
1798,1798,Xpressbees,Indore,2024-04-26,2024-04-30,Delivered,4
1799,1799,Delhivery,Bengaluru,2025-09-07,2025-09-11,Delivered,5
1800,1800,Ecom Express,Ranchi,2025-12-01,2025-12-08,Delivered,7
1801,1801,Xpressbees,Chandigarh,2026-02-09,2026-02-15,Delivered,7
1802,1802,Ecom Express,Ahmedabad,2025-12-01,2025-12-05,Delivered,4
1803,1803,Bluedart,Thiruvananthapuram,2024-07-13,2024-07-21,Delivered Late,5
1804,1804,Ecom Express,Guwahati,2025-03-08,2025-03-12,Delivered Late,3
1805,1805,Ekart Logistics,Patna,2025-03-16,2025-03-19,Delivered,4
1806,1806,DTDC,Chennai,2025-10-08,2025-10-16,Delivered Late,7
1807,1807,Bluedart,Kolkata,2023-12-31,2024-01-02,Delivered Late,2
1808,1808,DTDC,Nagpur,2026-07-03,2026-07-09,Delivered,6
1809,1809,Ecom Express,Jaipur,2025-11-21,2025-11-29,Delivered Late,6
1810,1810,DTDC,Chandigarh,2026-01-05,2026-01-07,Returned,2
1811,1811,Ecom Express,Indore,2025-11-10,2025-11-18,Delivered Late,7
1812,1812,Delhivery,Amritsar,2025-12-16,2025-12-19,Delivered Late,3
1813,1813,DTDC,Chennai,2026-04-04,2026-04-09,Delivered Late,5
1814,1814,Xpressbees,Indore,2024-06-27,2024-07-03,Delivered Late,4
1815,1815,Ekart Logistics,Lucknow,2025-12-25,2025-12-26,Delivered,2
1816,1816,DTDC,Kochi,2026-04-16,2026-04-22,Delivered,7
1817,1817,Ekart Logistics,Lucknow,2025-11-06,2025-11-10,Delivered Late,3
1818,1818,Xpressbees,Vadodara,2026-03-28,2026-04-03,Delivered,7
1819,1819,Xpressbees,Hyderabad,2026-06-04,2026-06-08,Delivered,5
1820,1820,Bluedart,Bhopal,,,Not Shipped,2
1821,1821,Xpressbees,Kolkata,2024-09-30,2024-10-03,Delivered,3
1822,1822,Ecom Express,Patna,2026-04-11,,In Transit,2
1823,1823,Xpressbees,Guwahati,2026-03-15,2026-03-18,Delivered,4
1824,1824,Ecom Express,Pune,2025-10-31,2025-11-03,Delivered Late,2
1825,1825,Delhivery,Lucknow,2026-04-05,2026-04-11,Delivered,7
1826,1826,Ecom Express,Mumbai,,,Not Shipped,5
1827,1827,Ecom Express,Mysuru,2025-08-26,,In Transit,4
1828,1828,Delhivery,Nashik,,,Not Shipped,2
1829,1829,Xpressbees,Coimbatore,2025-10-05,2025-10-09,Delivered,4
1830,1830,Delhivery,Chandigarh,2024-06-17,2024-06-23,Delivered,7
1831,1831,Delhivery,Chandigarh,2025-11-03,2025-11-11,Delivered Late,7
1832,1832,Ecom Express,Kolkata,2025-09-02,2025-09-11,Delivered Late,7
1833,1833,Ecom Express,Guwahati,2025-11-02,2025-11-08,Delivered Late,5
1834,1834,Xpressbees,Indore,2024-08-30,2024-09-07,Delivered Late,6
1835,1835,Bluedart,Patna,2025-04-23,,In Transit,3
1836,1836,Delhivery,Lucknow,2026-03-06,2026-03-13,Delivered Late,6
1837,1837,Ekart Logistics,Bhubaneswar,2026-05-08,2026-05-11,Delivered Late,2
1838,1838,DTDC,Guwahati,2025-02-19,2025-02-23,Delivered,4
1839,1839,Delhivery,Nashik,2025-09-24,2025-10-01,Returned,4
1840,1840,DTDC,Ahmedabad,2024-07-29,2024-08-01,Delivered,4
1841,1841,Xpressbees,Nagpur,2025-05-11,2025-05-15,Delivered,5
1842,1842,Bluedart,Kochi,2025-11-03,2025-11-07,Delivered Late,3
1843,1843,Ecom Express,Chennai,2025-12-12,2025-12-17,Delivered,6
1844,1844,Xpressbees,Coimbatore,2026-08-08,2026-08-12,Delivered Late,3
1845,1845,Ekart Logistics,Delhi,2025-06-22,2025-06-29,Delivered Late,6
1846,1846,DTDC,Mumbai,2025-12-28,2026-01-05,Delivered Late,7
1847,1847,Bluedart,Bhubaneswar,2026-03-11,2026-03-13,Delivered,3
1848,1848,Delhivery,Bengaluru,2026-03-25,2026-03-28,Delivered,3
1849,1849,DTDC,Thiruvananthapuram,,,Not Shipped,5
1850,1850,Delhivery,Coimbatore,2025-09-29,2025-10-05,Delivered Late,5
1851,1851,Bluedart,Vadodara,,,Not Shipped,2
1852,1852,Xpressbees,Amritsar,2024-06-18,2024-06-24,Delivered,7
1853,1853,Xpressbees,Patna,2026-02-25,2026-03-02,Delivered,5
1854,1854,DTDC,Nashik,2025-11-17,2025-11-23,Delivered,6
1855,1855,DTDC,Hyderabad,,,Not Shipped,2
1856,1856,Ekart Logistics,Chennai,2025-12-24,2025-12-29,Returned,5
1857,1857,Ecom Express,Jaipur,2026-01-24,2026-02-01,Delivered Late,6
1858,1858,DTDC,Vadodara,2024-12-27,2024-12-31,Delivered,5
1859,1859,DTDC,Thiruvananthapuram,2026-01-05,2026-01-13,Returned,7
1860,1860,DTDC,Chennai,2025-10-29,2025-10-31,Delivered Late,2
1861,1861,Delhivery,Mysuru,2025-10-14,,In Transit,2
1862,1862,Xpressbees,Pune,2025-09-26,2025-09-27,Delivered,2
1863,1863,Delhivery,Kanpur,2026-06-15,2026-06-19,Delivered,5
1864,1864,Ekart Logistics,Guwahati,2026-06-22,2026-06-25,Delivered,3
1865,1865,Delhivery,Kochi,2025-08-20,2025-08-23,Delivered,3
1866,1866,Bluedart,Ahmedabad,2025-09-23,,In Transit,3
1867,1867,Bluedart,Mumbai,2025-09-23,,In Transit,6
1868,1868,Bluedart,Kanpur,2026-03-04,2026-03-06,Delivered,3
1869,1869,Delhivery,Coimbatore,2026-06-12,2026-06-17,Delivered Late,5
1870,1870,Ecom Express,Ranchi,2025-04-25,2025-05-03,Delivered Late,7
1871,1871,Ekart Logistics,Kolkata,2025-07-06,2025-07-09,Delivered Late,3
1872,1872,Ecom Express,Hyderabad,2025-07-26,2025-07-29,Delivered,4
1873,1873,Ekart Logistics,Lucknow,2026-05-04,2026-05-07,Delivered Late,3
1874,1874,Bluedart,Amritsar,2026-03-15,2026-03-19,Delivered Late,3
1875,1875,Xpressbees,Coimbatore,2026-04-09,2026-04-16,Delivered,7
1876,1876,Xpressbees,Guwahati,2024-04-24,2024-04-27,Delivered,3
1877,1877,DTDC,Ahmedabad,2026-07-01,2026-07-05,Delivered Late,2
1878,1878,Delhivery,Amritsar,2024-05-28,2024-05-30,Delivered,2
1879,1879,Bluedart,Chandigarh,2026-04-12,2026-04-15,Delivered Late,3
1880,1880,Bluedart,Coimbatore,2026-06-17,2026-06-26,Delivered Late,7
1881,1881,DTDC,Mumbai,2024-12-30,2025-01-06,Delivered Late,6
1882,1882,DTDC,Thiruvananthapuram,2025-12-02,2025-12-06,Delivered,5
1883,1883,Bluedart,Nagpur,2026-01-03,,In Transit,6
1884,1884,Xpressbees,Guwahati,2025-07-23,2025-07-26,Delivered Late,2
1885,1885,Ecom Express,Kochi,2025-11-08,2025-11-15,Delivered Late,4
1886,1886,Delhivery,Amritsar,2025-08-05,2025-08-11,Delivered,7
1887,1887,Xpressbees,Kolkata,2024-09-05,2024-09-10,Returned,6
1888,1888,Ekart Logistics,Vadodara,,,Processing,2
1889,1889,Delhivery,Lucknow,2024-08-07,2024-08-11,Delivered,4
1890,1890,Xpressbees,Bengaluru,2024-11-19,,In Transit,4
1891,1891,Bluedart,Indore,2026-03-19,2026-03-26,Delivered,7
1892,1892,Ekart Logistics,Pune,2026-01-11,,In Transit,4
1893,1893,Bluedart,Bhopal,2025-10-01,2025-10-03,Delivered,2
1894,1894,Bluedart,Mumbai,2026-04-19,2026-04-21,Delivered,3
1895,1895,Xpressbees,Bhopal,2025-02-01,2025-02-05,Delivered,4
1896,1896,Ekart Logistics,Vadodara,2024-10-10,2024-10-11,Delivered,2
1897,1897,Ekart Logistics,Amritsar,2025-06-27,2025-06-28,Delivered,2
1898,1898,Xpressbees,Ranchi,,,Not Shipped,7
1899,1899,Xpressbees,Kanpur,2026-06-11,2026-06-14,Delivered,4
1900,1900,Ecom Express,Vadodara,2025-08-17,2025-08-22,Delivered,6
1901,1901,Delhivery,Mumbai,2026-01-07,2026-01-16,Delivered Late,6
1902,1902,DTDC,Amritsar,2025-06-24,2025-07-01,Delivered Late,5
1903,1903,Xpressbees,Pune,2026-04-14,2026-04-20,Returned,6
1904,1904,Bluedart,Amritsar,,,Not Shipped,3
1905,1905,Xpressbees,Mumbai,2024-03-06,2024-03-10,Returned,4
1906,1906,Xpressbees,Guwahati,2026-08-13,2026-08-14,Delivered,2
1907,1907,Ecom Express,Kochi,2025-04-06,2025-04-10,Delivered Late,3
1908,1908,Delhivery,Nagpur,2026-02-28,2026-03-04,Delivered Late,3
1909,1909,DTDC,Chennai,2025-12-29,2026-01-01,Delivered Late,3
1910,1910,Xpressbees,Chennai,2026-06-20,,In Transit,4
1911,1911,DTDC,Ranchi,2025-09-30,2025-10-06,Delivered,7
1912,1912,DTDC,Mysuru,2026-02-07,2026-02-11,Delivered,4
1913,1913,Xpressbees,Mumbai,2026-02-03,2026-02-09,Returned,6
1914,1914,Ecom Express,Guwahati,,,Not Shipped,6
1915,1915,Ecom Express,Patna,2025-11-30,2025-12-02,Delivered,3
1916,1916,Delhivery,Vadodara,2025-07-13,2025-07-15,Delivered,2
1917,1917,Bluedart,Jaipur,2026-04-30,2026-05-07,Delivered Late,5
1918,1918,Bluedart,Amritsar,2024-12-20,2024-12-26,Delivered,6
1919,1919,Xpressbees,Nagpur,2026-05-24,2026-05-26,Delivered,3
1920,1920,Delhivery,Lucknow,,,Not Shipped,4
1921,1921,Ekart Logistics,Kolkata,2023-12-07,2023-12-11,Delivered,4
1922,1922,Ecom Express,Bhopal,2025-10-28,2025-11-02,Delivered Late,3
1923,1923,Delhivery,Kanpur,2025-09-16,2025-09-21,Delivered,6
1924,1924,DTDC,Kanpur,2024-09-24,2024-09-28,Delivered,5
1925,1925,Delhivery,Kochi,2025-05-24,2025-05-29,Delivered Late,4
1926,1926,Ecom Express,Chandigarh,2026-07-12,2026-07-18,Delivered Late,6
1927,1927,Ekart Logistics,Kolkata,,,Not Shipped,5
1928,1928,Delhivery,Chandigarh,2024-08-17,2024-08-24,Delivered,7
1929,1929,Ekart Logistics,Lucknow,2024-10-19,2024-10-22,Delivered Late,3
1930,1930,DTDC,Bhopal,,,Not Shipped,7
1931,1931,Delhivery,Chennai,2026-03-01,2026-03-08,Delivered,7
1932,1932,Ekart Logistics,Kochi,2025-11-04,2025-11-06,Delivered,3
1933,1933,Ekart Logistics,Chennai,,,Processing,3
1934,1934,Ecom Express,Mysuru,2026-08-18,2026-08-23,Delivered,5
1935,1935,Ekart Logistics,Amritsar,2024-07-11,2024-07-13,Delivered,3
1936,1936,Ekart Logistics,Ahmedabad,2024-06-17,2024-06-23,Delivered,6
1937,1937,DTDC,Surat,,,Not Shipped,6
1938,1938,Ecom Express,Kanpur,,,Processing,7
1939,1939,Xpressbees,Surat,2023-11-25,2023-11-28,Delivered Late,3
1940,1940,Xpressbees,Ranchi,2025-09-22,2025-09-26,Delivered,4
1941,1941,Xpressbees,Nashik,2025-10-22,2025-10-26,Delivered,4
1942,1942,Delhivery,Chandigarh,2026-07-22,2026-07-26,Delivered,4
1943,1943,Delhivery,Ranchi,2024-11-09,2024-11-15,Delivered Late,5
1944,1944,DTDC,Bhubaneswar,2025-01-24,2025-01-29,Delivered,6
1945,1945,DTDC,Mumbai,2025-05-27,2025-05-29,Returned,2
1946,1946,Delhivery,Ranchi,2024-05-25,,In Transit,2
1947,1947,Bluedart,Mysuru,2026-03-14,2026-03-18,Delivered Late,2
1948,1948,Ecom Express,Bengaluru,,,Not Shipped,4
1949,1949,Ecom Express,Bengaluru,2025-12-18,2025-12-19,Delivered,2
1950,1950,Bluedart,Surat,,,Not Shipped,5
1951,1951,Delhivery,Lucknow,2025-09-24,2025-09-29,Delivered Late,4
1952,1952,DTDC,Nashik,,,Not Shipped,3
1953,1953,Ecom Express,Guwahati,2025-08-24,2025-08-30,Delivered,6
1954,1954,Delhivery,Bhopal,2026-03-27,2026-03-31,Delivered,4
1955,1955,Bluedart,Kanpur,2026-03-16,2026-03-21,Delivered Late,3
1956,1956,DTDC,Thiruvananthapuram,2024-02-24,2024-03-01,Delivered,6
1957,1957,Xpressbees,Kolkata,2025-12-25,2025-12-30,Delivered,5
1958,1958,Delhivery,Kolkata,2025-11-12,2025-11-14,Delivered,2
1959,1959,Ekart Logistics,Surat,2026-05-29,2026-06-01,Delivered,4
1960,1960,Ecom Express,Chennai,2026-03-05,2026-03-13,Delivered Late,5
1961,1961,Delhivery,Hyderabad,2025-05-28,2025-06-01,Delivered,5
1962,1962,Ecom Express,Bengaluru,2025-01-05,2025-01-10,Delivered,6
